accuracy,balanced_accuracy,best_params,brier,confusion_matrix,dimension,f1_macro,f1_micro,f1_weighted,fn,fnr,fold,fp,fpr,kappa,log_loss,mcc,mode,model,npv,ppv,pr_auc,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,roc_auc,tn,tnr,tp,tpr,trial_accuracy,trial_f1_macro
0.45564516129032256,0.48709677419354835,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced"", ""clf__gamma"": 0.001}",0.31251322430556483,"[[114, 72], [198, 112]]",valence,0.45563631042388175,0.45564516129032256,0.45508755670455103,198,0.6387096774193548,,72,0.3870967741935484,-0.022727272727272707,0.8457119123109988,-0.025863030005593583,subject_dependent,rbf_svm,0.36538461538461536,0.6086956521739131,0.6103577473448631,0.48704013377926425,0.45564516129032256,0.5174540133779264,0.48709677419354835,0.45564516129032256,0.45564516129032256,0.5171782865071106,114,0.6129032258064516,112,0.36129032258064514,0.25,0.25
0.5241935483870968,0.5241935483870968,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced"", ""clf__gamma"": 0.01}",0.3201317020879724,"[[167, 81], [155, 93]]",valence,0.5133616030597822,0.5241935483870968,0.5133616030597822,155,0.625,,81,0.32661290322580644,0.048387096774193505,0.9433923350442323,0.050696582721902785,subject_dependent,rbf_svm,0.5186335403726708,0.5344827586206896,0.5349747831751392,0.5265581494966802,0.5241935483870968,0.5265581494966802,0.5241935483870968,0.5241935483870968,0.5241935483870968,0.5095440946930281,167,0.6733870967741935,93,0.375,0.625,0.6190476190476191
0.4092741935483871,0.27534562211981567,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__gamma"": 0.01}",0.3500434217559513,"[[197, 237], [56, 6]]",valence,0.30642613405874913,0.4092741935483871,0.5067375378814996,56,0.9032258064516129,,237,0.5460829493087558,-0.19959058341862845,0.960860362548339,-0.29725022633019005,subject_dependent,rbf_svm,0.7786561264822134,0.024691358024691357,0.07943895250278563,0.40167374225345237,0.4092741935483871,0.6844105304250232,0.27534562211981567,0.4092741935483871,0.4092741935483871,0.2415266835141965,197,0.4539170506912442,6,0.0967741935483871,0.375,0.2727272727272727
0.5725806451612904,0.5725806451612904,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__gamma"": 0.01}",0.23393691383822957,"[[79, 169], [43, 205]]",valence,0.5430955070826453,0.5725806451612904,0.5430955070826454,43,0.17338709677419356,,169,0.6814516129032258,0.14516129032258063,0.6589913926676461,0.16853371121916577,subject_dependent,rbf_svm,0.6475409836065574,0.5481283422459893,0.7558786353399449,0.5978346629262734,0.5725806451612904,0.5978346629262734,0.5725806451612904,0.5725806451612904,0.5725806451612904,0.7041168054110301,79,0.3185483870967742,205,0.8266129032258065,0.625,0.6190476190476191
0.5967741935483871,0.5075268817204301,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__gamma"": 0.01}",0.3063920169467184,"[[268, 42], [158, 28]]",valence,0.4735054347826087,0.5967741935483871,0.5371942934782609,158,0.8494623655913979,,42,0.13548387096774195,0.017199017199017175,0.9527768639557094,0.020932860854091975,subject_dependent,rbf_svm,0.6291079812206573,0.4,0.36871357023964346,0.5145539906103287,0.5967741935483871,0.5431924882629108,0.5075268817204301,0.5967741935483871,0.5967741935483871,0.4496704821366632,268,0.864516129032258,28,0.15053763440860216,0.625,0.38461538461538464
0.7419354838709677,0.653225806451613,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__gamma"": 0.01}",0.1880862064136089,"[[309, 63], [65, 59]]",valence,0.654046513655485,0.7419354838709677,0.741232372109244,65,0.5241935483870968,,63,0.1693548387096774,0.30810810810810807,0.5653151280864881,0.3081261145430547,subject_dependent,rbf_svm,0.8262032085561497,0.48360655737704916,0.48361144544846013,0.6549048829665994,0.7419354838709677,0.7405540457613745,0.653225806451613,0.7419354838709677,0.7419354838709677,0.6918140825528962,309,0.8306451612903226,59,0.47580645161290325,0.75,0.6666666666666667
0.5403225806451613,0.5483870967741935,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__gamma"": 0.01}",0.2809932626905877,"[[70, 54], [174, 198]]",valence,0.5075250836120402,0.5403225806451613,0.5710702341137124,174,0.46774193548387094,,54,0.43548387096774194,0.07317073170731703,0.7558988229943104,0.08381981343406689,subject_dependent,rbf_svm,0.28688524590163933,0.7857142857142857,0.7954673064890674,0.5362997658079625,0.5403225806451613,0.661007025761124,0.5483870967741935,0.5403225806451613,0.5403225806451613,0.5630853277835588,70,0.5645161290322581,198,0.532258064516129,0.5,0.4666666666666667
0.4879032258064516,0.5010752688172042,"{""clf__C"": 100.0, ""clf__class_weight"": null, ""clf__gamma"": 0.01}",0.31544350257870635,"[[103, 83], [171, 139]]",valence,0.4851912389669827,0.4879032258064516,0.494532526969598,171,0.5516129032258065,,83,0.44623655913978494,0.0019646365422396617,0.8714232298965262,0.002093787474837264,subject_dependent,rbf_svm,0.3759124087591241,0.6261261261261262,0.6525938753262723,0.5010192674426251,0.4879032258064516,0.5322959821135004,0.5010752688172042,0.4879032258064516,0.4879032258064516,0.5056191467221645,103,0.553763440860215,139,0.4483870967741935,0.5,0.4666666666666667
0.48185483870967744,0.4818548387096774,"{""clf__C"": 10.0, ""clf__class_weight"": ""balanced"", ""clf__gamma"": 0.001}",0.31216042502119706,"[[115, 133], [124, 124]]",valence,0.4816841848455893,0.48185483870967744,0.4816841848455893,124,0.5,,133,0.5362903225806451,-0.03629032258064524,0.864624303851595,-0.03631424316141043,subject_dependent,rbf_svm,0.4811715481171548,0.48249027237354086,0.4480585967821179,0.48183091024534785,0.48185483870967744,0.4818309102453478,0.4818548387096774,0.48185483870967744,0.48185483870967744,0.4609293704474505,115,0.4637096774193548,124,0.5,0.5,0.5
0.48588709677419356,0.5766129032258065,"{""clf__C"": 10.0, ""clf__class_weight"": ""balanced"", ""clf__gamma"": 0.001}",0.3036877762370247,"[[94, 30], [225, 147]]",valence,0.47994917909435175,0.48588709677419356,0.507734152388706,225,0.6048387096774194,,30,0.24193548387096775,0.10052910052910058,0.8255042932172147,0.13849441290855716,subject_dependent,rbf_svm,0.2946708463949843,0.8305084745762712,0.8257892032276161,0.5625896604856278,0.48588709677419356,0.6965490675309495,0.5766129032258065,0.48588709677419356,0.48588709677419356,0.6010232396808879,94,0.7580645161290323,147,0.3951612903225806,0.375,0.36507936507936506
