dimension,mean_trial_accuracy,mean_trial_balanced_accuracy,mean_trial_f1_macro,mean_trial_roc_auc,stage,std_trial_accuracy,std_trial_balanced_accuracy,std_trial_f1_macro,std_trial_roc_auc,step_seconds,window_seconds
valence,0.5703125,0.5640873015873016,0.4965757043882044,0.6114769345238096,full,0.14069731936708435,0.14128384371928282,0.15651131919050976,0.15916080523887083,1.0,2.0
arousal,0.5950520833333334,0.5534474206349207,0.49636619167869167,nan,full,0.1297844663432148,0.11974947856720966,0.13754264346028547,nan,1.0,2.0
valence,0.5703125,0.5658234126984127,0.5065292346542347,0.6188926091269842,full,0.12733815810830887,0.1279706051906587,0.13786240690162596,0.15425011191348523,2.0,4.0
arousal,0.5924479166666667,0.5648189484126984,0.5128615597365598,nan,full,0.1380883777336245,0.14103830739148357,0.15272762922880442,nan,2.0,4.0
valence,0.5859375,0.5884424603174604,0.533127751877752,0.605233134920635,full,0.15128841196122722,0.14842983140804397,0.16261828194089098,0.1576031867148366,5.0,10.0
arousal,0.5872395833333333,0.563938492063492,0.5071530321530322,nan,full,0.14143646086118494,0.14919357683164297,0.15541220773062714,nan,5.0,10.0
valence,0.5638020833333333,0.5742063492063492,0.5136239917489918,0.6233754960317461,full,0.1523771330945171,0.14513261630816315,0.15760928708556107,0.15139442637989664,7.5,15.0
arousal,0.5963541666666667,0.5807043650793651,0.5304931758056759,nan,full,0.13316945495359997,0.12726572934584435,0.1363235585743872,nan,7.5,15.0
