accuracy,balanced_accuracy,best_params,brier,confusion_matrix,dimension,f1_macro,f1_micro,f1_weighted,fn,fnr,fold,fp,fpr,kappa,log_loss,mcc,mode,model,npv,ppv,pr_auc,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,roc_auc,tn,tnr,tp,tpr
0.25,0.3333333333333333,"{""clf__C"": 0.1, ""clf__gamma"": 0.001}",,"[[0, 3, 0], [0, 2, 0], [0, 3, 0]]",valence,0.13333333333333333,0.25,0.1,,,1,,,0.0,1.3366981867043668,0.0,subject_dependent,rbf_svm,,,0.36970899470899465,0.08333333333333333,0.25,0.0625,0.3333333333333333,0.25,0.25,0.3611111111111111,,,,
0.125,0.3333333333333333,"{""clf__C"": 0.1, ""clf__gamma"": 0.001}",,"[[1, 0, 0], [3, 0, 0], [4, 0, 0]]",valence,0.07407407407407407,0.125,0.027777777777777776,,,2,,,0.0,1.0581382896799185,0.0,subject_dependent,rbf_svm,,,0.41005291005291006,0.041666666666666664,0.125,0.015625,0.3333333333333333,0.125,0.125,0.32857142857142857,,,,
0.25,0.3333333333333333,"{""clf__C"": 0.1, ""clf__gamma"": 0.001}",,"[[2, 0, 0], [3, 0, 0], [3, 0, 0]]",valence,0.13333333333333333,0.25,0.1,,,3,,,0.0,1.3835655897039094,0.0,subject_dependent,rbf_svm,,,0.3724867724867724,0.08333333333333333,0.25,0.0625,0.3333333333333333,0.25,0.25,0.39999999999999997,,,,
0.375,0.3,"{""clf__C"": 1.0, ""clf__gamma"": 0.001}",,"[[0, 0, 1], [1, 2, 2], [1, 0, 1]]",valence,0.30158730158730157,0.375,0.4404761904761904,,,4,,,0.09090909090909094,1.2639580566986668,0.10846522890932808,subject_dependent,rbf_svm,,,0.43126984126984125,0.4166666666666667,0.375,0.6875,0.3,0.375,0.375,0.48253968253968255,,,,
0.375,0.3333333333333333,"{""clf__C"": 10.0, ""clf__gamma"": 0.001}",,"[[0, 0, 2], [0, 0, 3], [0, 0, 3]]",valence,0.1818181818181818,0.375,0.20454545454545453,,,0,,,0.0,1.2086386884318105,0.0,subject_dependent,rbf_svm,,,0.3374338624338624,0.125,0.375,0.140625,0.3333333333333333,0.375,0.375,0.3333333333333333,,,,
0.75,0.75,"{""clf__C"": 10.0, ""clf__gamma"": 0.001}",,"[[1, 0, 1], [0, 2, 0], [0, 1, 3]]",valence,0.7388888888888889,0.75,0.7416666666666667,,,1,,,0.6,1.5289923741350646,0.6155870112510925,subject_dependent,rbf_svm,,,0.3333333333333333,0.8055555555555555,0.75,0.7916666666666666,0.75,0.75,0.75,0.2638888888888889,,,,
0.125,0.1111111111111111,"{""clf__C"": 10.0, ""clf__gamma"": 0.001}",,"[[0, 0, 3], [1, 0, 1], [0, 2, 1]]",valence,0.08333333333333333,0.125,0.09375,,,2,,,-0.33333333333333326,1.1351140852233146,-0.37047928681747416,subject_dependent,rbf_svm,,,0.4694444444444445,0.06666666666666667,0.125,0.07500000000000001,0.1111111111111111,0.125,0.125,0.4777777777777777,,,,
0.375,0.38888888888888884,"{""clf__C"": 10.0, ""clf__gamma"": 0.001}",,"[[1, 1, 0], [0, 1, 2], [0, 2, 1]]",valence,0.42857142857142855,0.375,0.3988095238095238,,,3,,,0.024390243902439046,1.1810365372714944,0.025031308716087945,subject_dependent,rbf_svm,,,0.42711640211640206,0.5277777777777778,0.375,0.46875,0.38888888888888884,0.375,0.375,0.45555555555555555,,,,
0.75,0.75,"{""clf__C"": 10.0, ""clf__gamma"": 0.001}",,"[[1, 0, 1], [0, 2, 0], [0, 1, 3]]",valence,0.7388888888888889,0.75,0.7416666666666667,,,4,,,0.6,1.384423939334173,0.6155870112510925,subject_dependent,rbf_svm,,,0.2972222222222222,0.8055555555555555,0.75,0.7916666666666666,0.75,0.75,0.75,0.1875,,,,
0.375,0.16666666666666666,"{""clf__C"": 1.0, ""clf__gamma"": 0.001}",,"[[0, 1, 0], [1, 3, 2], [0, 1, 0]]",valence,0.1818181818181818,0.375,0.40909090909090906,,,0,,,-0.29032258064516125,1.165498214796614,-0.3027027572983406,subject_dependent,rbf_svm,,,0.38227513227513227,0.19999999999999998,0.375,0.44999999999999996,0.16666666666666666,0.375,0.375,0.32936507936507936,,,,
0.125,0.08333333333333333,"{""clf__C"": 10.0, ""clf__gamma"": 0.001}",,"[[0, 3, 0], [1, 0, 0], [1, 2, 1]]",valence,0.13333333333333333,0.125,0.2,,,1,,,-0.1428571428571428,1.639301053988094,-0.19474520942613002,subject_dependent,rbf_svm,,,0.3533068783068783,0.3333333333333333,0.125,0.5,0.08333333333333333,0.125,0.125,0.28055555555555556,,,,
0.125,0.06666666666666667,"{""clf__C"": 10.0, ""clf__gamma"": 0.001}",,"[[0, 2, 0], [1, 0, 0], [0, 4, 1]]",valence,0.1111111111111111,0.125,0.20833333333333331,,,2,,,-0.0980392156862746,1.5291992207551917,-0.1681681984990781,subject_dependent,rbf_svm,,,0.48809523809523814,0.3333333333333333,0.125,0.625,0.06666666666666667,0.125,0.125,0.5412698412698412,,,,
