accuracy,balanced_accuracy,best_params,brier,confusion_matrix,dimension,f1_macro,f1_micro,f1_weighted,fn,fnr,fold,fp,fpr,kappa,log_loss,mcc,mode,model,npv,ppv,pr_auc,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,roc_auc,tn,tnr,tp,tpr
0.5625,0.5625,"{""clf__C"": 1.0, ""clf__gamma"": 0.001}",0.24570000337972617,"[[15, 9], [12, 12]]",valence,0.5607843137254902,0.5625,0.5607843137254902,12,0.5,0,9,0.375,0.125,0.6841129356936003,0.12598815766974242,subject_dependent,rbf_svm,0.5555555555555556,0.5714285714285714,0.662641940364384,0.5634920634920635,0.5625,0.5634920634920635,0.5625,0.5625,0.5625,0.5963541666666666,15,0.625,12,0.5
0.6458333333333334,0.7083333333333334,"{""clf__C"": 1.0, ""clf__gamma"": 0.001}",0.24253995985990637,"[[21, 15], [2, 10]]",valence,0.6262024736601008,0.6458333333333334,0.6690334402198809,2,0.16666666666666666,1,15,0.4166666666666667,0.30612244897959184,0.6868341438262545,0.3611575592573076,subject_dependent,rbf_svm,0.9130434782608695,0.4,0.4101946653749639,0.6565217391304348,0.6458333333333334,0.7847826086956523,0.7083333333333334,0.6458333333333334,0.6458333333333334,0.7222222222222222,21,0.5833333333333334,10,0.8333333333333334
0.5,0.5,"{""clf__C"": 10.0, ""clf__gamma"": 0.001}",0.3048024697703289,"[[11, 13], [11, 13]]",valence,0.4991304347826087,0.5,0.4991304347826087,11,0.4583333333333333,2,13,0.5416666666666666,0.0,0.8274682824803813,0.0,subject_dependent,rbf_svm,0.5,0.5,0.4440244383417955,0.5,0.5,0.5,0.5,0.5,0.5,0.4157986111111111,11,0.4583333333333333,13,0.5416666666666666
0.5833333333333334,0.5833333333333333,"{""clf__C"": 1.0, ""clf__gamma"": 0.001}",0.2600847081686643,"[[16, 8], [12, 12]]",valence,0.5804195804195804,0.5833333333333334,0.5804195804195804,12,0.5,3,8,0.3333333333333333,0.16666666666666663,0.7192820471910251,0.1690308509457033,subject_dependent,rbf_svm,0.5714285714285714,0.6,0.5289558915405463,0.5857142857142856,0.5833333333333334,0.5857142857142857,0.5833333333333333,0.5833333333333334,0.5833333333333334,0.5538194444444444,16,0.6666666666666666,12,0.5
0.5625,0.55,"{""clf__C"": 1.0, ""clf__gamma"": 0.001}",0.27047670005496977,"[[9, 9], [12, 18]]",valence,0.5465587044534412,0.5625,0.5678137651821862,12,0.4,4,9,0.5,0.09677419354838712,0.7366971915138226,0.09759000729485331,subject_dependent,rbf_svm,0.42857142857142855,0.6666666666666666,0.7060035747334085,0.5476190476190476,0.5625,0.5773809523809524,0.55,0.5625,0.5625,0.5537037037037037,9,0.5,18,0.6
0.6875,0.6722222222222223,"{""clf__C"": 1.0, ""clf__gamma"": 0.001}",0.21811376266116667,"[[11, 7], [8, 22]]",valence,0.6701786532295007,0.6875,0.6890746678882272,8,0.26666666666666666,0,7,0.3888888888888889,0.34065934065934067,0.6305180109565908,0.34098891804024256,subject_dependent,rbf_svm,0.5789473684210527,0.7586206896551724,0.7777883118366075,0.6687840290381125,0.6875,0.6912431941923775,0.6722222222222223,0.6875,0.6875,0.6851851851851852,11,0.6111111111111112,22,0.7333333333333333
0.5625,0.49444444444444446,"{""clf__C"": 0.1, ""clf__gamma"": 0.001}",0.29680302446619167,"[[4, 14], [7, 23]]",valence,0.48121461657231085,0.5625,0.5325527534740092,7,0.23333333333333334,1,14,0.7777777777777778,-0.012048192771084265,0.8219090183210916,-0.012798443803844426,subject_dependent,rbf_svm,0.36363636363636365,0.6216216216216216,0.6745984879588603,0.4926289926289926,0.5625,0.52487714987715,0.49444444444444446,0.5625,0.5625,0.4777777777777778,4,0.2222222222222222,23,0.7666666666666667
0.6666666666666666,0.6666666666666667,"{""clf__C"": 1.0, ""clf__gamma"": 0.001}",0.22341538663923366,"[[12, 12], [4, 20]]",valence,0.6571428571428571,0.6666666666666666,0.6571428571428571,4,0.16666666666666666,2,12,0.5,0.33333333333333337,0.6425829168298902,0.3535533905932738,subject_dependent,rbf_svm,0.75,0.625,0.6612200212411927,0.6875,0.6666666666666666,0.6875,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.6927083333333334,12,0.5,20,0.8333333333333334
0.6458333333333334,0.6611111111111111,"{""clf__C"": 1.0, ""clf__gamma"": 0.001}",0.2555145562083849,"[[18, 12], [5, 13]]",valence,0.6419482229047828,0.6458333333333334,0.6512724879333041,5,0.2777777777777778,3,12,0.4,0.2989690721649485,0.7299374508382647,0.31226150319373597,subject_dependent,rbf_svm,0.782608695652174,0.52,0.4756360763098087,0.6513043478260869,0.6458333333333334,0.6841304347826087,0.6611111111111111,0.6458333333333334,0.6458333333333334,0.6574074074074074,18,0.6,13,0.7222222222222222
0.625,0.6333333333333333,"{""clf__C"": 1.0, ""clf__gamma"": 0.001}",0.23957649468867448,"[[12, 6], [12, 18]]",valence,0.6190476190476191,0.625,0.6309523809523809,12,0.4,4,6,0.3333333333333333,0.25,0.6904055617187265,0.25819888974716115,subject_dependent,rbf_svm,0.5,0.75,0.7897783017140441,0.625,0.625,0.65625,0.6333333333333333,0.625,0.625,0.6777777777777778,12,0.6666666666666666,18,0.6
0.5625,0.5625,"{""clf__C"": 10.0, ""clf__gamma"": 0.001}",0.3131863255714686,"[[9, 15], [6, 18]]",valence,0.5465587044534412,0.5625,0.5465587044534413,6,0.25,0,15,0.625,0.125,1.0088692777993777,0.13483997249264842,subject_dependent,rbf_svm,0.6,0.5454545454545454,0.6864631113260848,0.5727272727272728,0.5625,0.5727272727272726,0.5625,0.5625,0.5625,0.638888888888889,9,0.375,18,0.75
